ASIN,filename,image_url,title,author,category_id,category
425208087,0425208087.jpg,http://ecx.images-amazon.com/images/I/414vH0idAbL.jpg,The Mother-to-Mother Postpartum Depression Support Book,Sandra Poulin,11,"Health, Fitness & Dieting"
545496462,0545496462.jpg,http://ecx.images-amazon.com/images/I/51erpEBghLL.jpg,Hitler's Secret,William Osborne,27,Teen & Young Adult
1507578768,1507578768.jpg,http://ecx.images-amazon.com/images/I/51VKCirvzdL.jpg,La dieta del sentido comun: El arte de adquirir hÃ¡bitos saludables en el comer (Spanish Edition),Judith mestre,11,"Health, Fitness & Dieting"
1591201985,1591201985.jpg,http://ecx.images-amazon.com/images/I/41YBdeASPhL.jpg,The Gene Makeover: The 21st Century Anti-Aging Breakthrough,Vincent C. Giampapa,11,"Health, Fitness & Dieting"
1843425580,1843425580.jpg,http://ecx.images-amazon.com/images/I/41%2B55FfMoBL.jpg,Old Soldier Sahib,Frank Richards,12,History
765319640,0765319640.jpg,http://ecx.images-amazon.com/images/I/41o-1BNz-fL.jpg,Blindsight,Peter Watts,24,Science Fiction & Fantasy
067973726X,067973726X.jpg,http://ecx.images-amazon.com/images/I/51tSdr1UnzL.jpg,A Fortunate Man: The Story of a Country Doctor,John Berger,16,Medical Books
996486003,0996486003.jpg,http://ecx.images-amazon.com/images/I/51StZrsqvRL.jpg,"Outrageous: The Victoria Woodhull Saga, Volume One: Rise to Riches",Neal Katz,24,Science Fiction & Fantasy
069621007X,069621007X.jpg,http://ecx.images-amazon.com/images/I/51BDwoy2xML.jpg,American Patchwork & Quilting: Year 2000 Calendar (Better Homes and Gardens),,3,Calendars
1885211147,1885211147.jpg,http://ecx.images-amazon.com/images/I/51K-SY59k0L.jpg,Travelers' Tales Nepal: True Stories of Life on the Road (Travelers' Tales Guides),,29,Travel
687334551,0687334551.jpg,http://ecx.images-amazon.com/images/I/41e36FjsbHL.jpg,Treasures of the Transformed Life Participant's Workbook: Satisfying Your Soul's Thirst for More,John Ed Mathison,9,Christian Books & Bibles
1111971668,1111971668.jpg,http://ecx.images-amazon.com/images/I/51BSNGuoxJL.jpg,Sports Law (South-Western's Special Topics Collection),Adam Epstein,14,Law
312199430,0312199430.jpg,http://ecx.images-amazon.com/images/I/51SZgpOcdOL.jpg,One Thousand White Women: The Journals of May Dodd,Jim Fergus,15,Literature & Fiction
1861260636,1861260636.jpg,http://ecx.images-amazon.com/images/I/51-xxyYgzrL.jpg,The Art of Wrist-Spin Bowling,Peter Philpott,26,Sports & Outdoors
195108531,0195108531.jpg,http://ecx.images-amazon.com/images/I/41lidym0DVL.jpg,Linus Pauling: And the Chemistry of Life (Oxford Portraits in Science),Tom Hager,27,Teen & Young Adult
316223336,0316223336.jpg,http://ecx.images-amazon.com/images/I/51YvJeLPCbL.jpg,Mythology,Edith Hamilton,12,History
123736331,0123736331.jpg,http://ecx.images-amazon.com/images/I/41hPhanTcnL.jpg,"Sound and Structural Vibration, Second Edition: Radiation, Transmission and Response",Frank J. Fahy,23,Science & Math
253340942,0253340942.jpg,http://ecx.images-amazon.com/images/I/41PCN103AWL.jpg,The Puzzle Instinct: The Meaning of Puzzles in Human Life,Marcel Danesi,14,Law
787960772,0787960772.jpg,http://ecx.images-amazon.com/images/I/519v%2BnV4lEL.jpg,The Conflict Resolution Training Program: Leader's Manual,Prudence B. Kestner,2,Business & Money
691158169,0691158169.jpg,http://ecx.images-amazon.com/images/I/51928NZIFpL.jpg,A Cooperative Species: Human Reciprocity and Its Evolution,Samuel Bowles,23,Science & Math
076421571X,076421571X.jpg,http://ecx.images-amazon.com/images/I/51TrBiSXi4L.jpg,Taken,Dee Henderson,22,Romance
146994393X,146994393X.jpg,http://ecx.images-amazon.com/images/I/51WVMxMwsaL.jpg,There's Plenty of Room in The Mississippi,Adrian Mahan,15,Literature & Fiction
1631211455,1631211455.jpg,http://ecx.images-amazon.com/images/I/51tN-8uUSoL.jpg,Moon QuÃ©bec City (Moon Handbooks),Sacha Jackson,29,Travel
1889899054,1889899054.jpg,http://ecx.images-amazon.com/images/I/51PkDyLWRxL.jpg,Before He Was Fab : George Harrison's First American Visit,Jim Kirkpatrick,13,Humor & Entertainment
1404244859,1404244859.jpg,http://ecx.images-amazon.com/images/I/51mYMVs8I2L.jpg,Investigating Why Leaves Change Their Color (Science Detectives),Ellen Rene,4,Children's Books
62119575,0062119575.jpg,http://ecx.images-amazon.com/images/I/51v9KoXLlJL.jpg,Strange Animals: A Novel,Chad Kultgen,15,Literature & Fiction
1556816278,1556816278.jpg,http://ecx.images-amazon.com/images/I/515lqgO0alL.jpg,"Deposition rules: The pocket guide to who, what, when, where, why, and how",David M Malone,14,Law
144024278X,144024278X.jpg,http://ecx.images-amazon.com/images/I/518hkhcRMXL.jpg,Picker's Pocket Guide - Baseball Memorabilia: How to Pick Antiques Like a Pro,Jeff Figler,8,"Crafts, Hobbies & Home"
1572485213,1572485213.jpg,http://ecx.images-amazon.com/images/I/51W8tr7Us3L.jpg,Start Your Own Law Practice: A Guide to All the Things They Don't Teach in Law School about Starting Your Own Firm (Open for Business),Judge Huss,31,Education & Teaching
425268802,0425268802.jpg,http://ecx.images-amazon.com/images/I/51lJTJ4-zCL.jpg,The Liar's Key: The Red Queen's War,Mark Lawrence,15,Literature & Fiction
470290358,0470290358.jpg,http://ecx.images-amazon.com/images/I/51Awqb1yQkL.jpg,Masterful Coaching,Robert Hargrove,2,Business & Money
1440323356,1440323356.jpg,http://ecx.images-amazon.com/images/I/51XbygujvlL.jpg,Drawing Nature for the Absolute Beginner: A Clear & Easy Guide to Drawing Landscapes & Nature (Art for the Absolute Beginner),Mark Willenbrink,0,Arts & Photography
1562538055,1562538055.jpg,http://ecx.images-amazon.com/images/I/5153nn%2BycKL.jpg,Milady's Standard Comprehensive Training for Estheticians,Milady,11,"Health, Fitness & Dieting"
996393013,0996393013.jpg,http://ecx.images-amazon.com/images/I/61TCW90fcKL.jpg,"The Full-Color Guide to Marvel Early Bronze Age Collectibles:  From 1970 to 1973: Third Eye, Mego, F.O.O.M., and More (Full-Color Guide to Marvel Collectibles) (Volume 2)",J. Ballmann,8,"Crafts, Hobbies & Home"
756689031,0756689031.jpg,http://ecx.images-amazon.com/images/I/51tSodN4qrL.jpg,"Pokemon Mega Models: Build Snivy, Oshawatt and Tepig",BradyGames,6,Computers & Technology
70655359,0070655359.jpg,http://ecx.images-amazon.com/images/I/516KOMp74cL.jpg,Stress Management for Busy People,Carol Turkington,2,Business & Money
1628101075,1628101075.jpg,http://ecx.images-amazon.com/images/I/414O2snhcDL.jpg,Construction Law in a Nutshell,Donald Campbell,14,Law
812971787,0812971787.jpg,http://ecx.images-amazon.com/images/I/51NrPajrrSL.jpg,Enrique's Journey,Sonia Nazario,1,Biographies & Memoirs
897896912,0897896912.jpg,http://ecx.images-amazon.com/images/I/51bY3BKyvGL.jpg,Telling the Truth to Your Adopted or Foster Child: Making Sense of the Past,Betsy Keefer,18,Parenting & Relationships
054747105X,054747105X.jpg,http://ecx.images-amazon.com/images/I/51WhT4penYL.jpg,Miss Moore Thought Otherwise: How Anne Carroll Moore Created Libraries for Children,Jan Pinborough,4,Children's Books
986178403,0986178403.jpg,http://ecx.images-amazon.com/images/I/51mccH920uL.jpg,Let's Talk About S-E-X: Equipping Parents to Tackle Sex and Dating with Truth and Tenacity,Talli Moellering,25,Self-Help
1466311002,1466311002.jpg,http://ecx.images-amazon.com/images/I/41YE9e3gs9L.jpg,A tutorial on the KitÃ¡b-i-ÃEqÃ¡n: A journey through the Book of Certitude,Fazel Naghdy,21,Religion & Spirituality
1476794324,1476794324.jpg,http://ecx.images-amazon.com/images/I/51fzLAAfUvL.jpg,Corruption Officer: From Jail Guard to Perpetrator Inside Rikers Island,Gary L. Heyward,1,Biographies & Memoirs
1605295493,1605295493.jpg,http://ecx.images-amazon.com/images/I/51xCums7rWL.jpg,"The Women's Health Big Book of Exercises: Four Weeks to a Leaner, Sexier, Healthier YOU!",Adam Campbell,11,"Health, Fitness & Dieting"
1452206120,1452206120.jpg,http://ecx.images-amazon.com/images/I/51DJDDj8jfL.jpg,Intelligence Analysis: A Target-Centric Approach,Robert M Clark,1,Biographies & Memoirs
1511467258,1511467258.jpg,http://ecx.images-amazon.com/images/I/51LNZNY2cRL.jpg,"Mason Jar Meals: Surprisingly Quick, Easy and Healthy Mason Jar Meal Recipe Ideas for People on the Go (mason jar, mason jar recipes, mason jar ... jar meals, mason jar salads ) (Volume 1)",Jessica Jacobs,7,"Cookbooks, Food & Wine"
373734204,0373734204.jpg,http://ecx.images-amazon.com/images/I/51WONbttzUL.jpg,Breaking Bailey's Rules (The Westmorelands),Brenda Jackson,22,Romance
385346298,0385346298.jpg,http://ecx.images-amazon.com/images/I/41q-w%2B7uGCL.jpg,The Realism Challenge: Drawing and Painting Secrets from a Modern Master of Hyperrealism,Mark Crilley,0,Arts & Photography
1493643460,1493643460.jpg,http://ecx.images-amazon.com/images/I/51WNKdiVixL.jpg,Gymnastics Scorebook & Journal: Boy's Edition (Dream Believe Achieve Athletics),Deborah Sevilla,26,Sports & Outdoors
1497636019,1497636019.jpg,http://ecx.images-amazon.com/images/I/41ZmTLWEcsL.jpg,Ama: A Story of the Atlantic Slave Trade,Manu Herbstein,15,Literature & Fiction
912083921,0912083921.jpg,http://ecx.images-amazon.com/images/I/41YGAMW6ZKL.jpg,Thanks for Listening!,Jack Brickhouse,26,Sports & Outdoors
1400096545,1400096545.jpg,http://ecx.images-amazon.com/images/I/510OAkXAJQL.jpg,I Wish I'd Been There: Twenty Historians Bring to Life the Dramatic Events That Changed America (Vintage),Byron Hollinshead,12,History
964905205,0964905205.jpg,http://ecx.images-amazon.com/images/I/41YK65V693L.jpg,Castle Hotels in Austria,Paul V Jameson,29,Travel
1891267760,1891267760.jpg,http://ecx.images-amazon.com/images/I/51N75ZCBF6L.jpg,"Quick Access Santa Barbara, San Luis Obispo and Paso Robles Wine Country Map and Guide (California Wine Region Maps)",Global Graphics,29,Travel
867156112,0867156112.jpg,http://ecx.images-amazon.com/images/I/512XGdhSv4L.jpg,"Foundations of Dental Technology, Volume 1: Anatomy and Physiology",Arnold Hohmann,16,Medical Books
687027888,0687027888.jpg,http://ecx.images-amazon.com/images/I/519hmDetxdL.jpg,John Wesley: A Theological Journey,Kenneth J. Collins,9,Christian Books & Bibles
1848220669,1848220669.jpg,http://ecx.images-amazon.com/images/I/517E8yILvnL.jpg,Barbara Hepworth: The Plasters,Sophie Bowness,0,Arts & Photography
547722044,0547722044.jpg,http://ecx.images-amazon.com/images/I/511UIO9c47L.jpg,Tales from Earthsea (The Earthsea Cycle),Ursula K. Le Guin,27,Teen & Young Adult
486423816,0486423816.jpg,http://ecx.images-amazon.com/images/I/61Sr2gJoLzL.jpg,Exotic Butterflies and Moths (Dover Nature Coloring Book),Ruth Soffer,4,Children's Books
1884452639,1884452639.jpg,http://ecx.images-amazon.com/images/I/51kwPzCBpdL.jpg,"A Complete Guide to Military Ribbons of the United States Army, Navy, Marines, Air Force, Coast Guard and Merchant Marine 1861 to 2014",Col Frank C. Foster (U. S. Army Ret),8,"Crafts, Hobbies & Home"
1481244159,1481244159.jpg,http://ecx.images-amazon.com/images/I/51%2BIFI0fx6L.jpg,Disney Syndrome: The effects of fairy-tales as a mind-programming tool,Daniel Marques,11,"Health, Fitness & Dieting"
792280954,0792280954.jpg,http://ecx.images-amazon.com/images/I/51h2It-8HUL.jpg,The Milky Way [Tubed] (National Geographic Reference Map),National Geographic Maps - Reference,20,Reference
1603200770,1603200770.jpg,http://ecx.images-amazon.com/images/I/51wuuh-9gpL.jpg,Mayo Clinic Family Health Book,Mayo Clinic,11,"Health, Fitness & Dieting"
917953592,0917953592.jpg,http://ecx.images-amazon.com/images/I/51FB4FBHZGL.jpg,Underfoot: A Geologic Guide to the Appalachian Trail,V. Collins Chew,23,Science & Math
1583242600,1583242600.jpg,http://ecx.images-amazon.com/images/I/51OXGwk5VQL.jpg,Visual Math Dictionary,Don Balka,23,Science & Math
1118085558,1118085558.jpg,http://ecx.images-amazon.com/images/I/51S-dz6H7oL.jpg,"CliffsNotes Praxis II: Mathematics Content Knowledge Test (0061), Second Edition",Sandra Luna McCune,28,Test Preparation
859696529,0859696529.jpg,http://ecx.images-amazon.com/images/I/41L7IiT1oDL.jpg,Understanding Obsessions and Compulsions (Overcoming common problems),Frank Tallis,11,"Health, Fitness & Dieting"
737717173,0737717173.jpg,http://ecx.images-amazon.com/images/I/51QD8T8VS9L.jpg,Turning Points in World History - The Creation of Israel (hardcover edition),,27,Teen & Young Adult
1607747014,1607747014.jpg,http://ecx.images-amazon.com/images/I/61TR0%2Bzpd8L.jpg,Olympia Provisions: Cured Meats and Tales from an American Charcuterie,Elias Cairo,7,"Cookbooks, Food & Wine"
471149780,0471149780.jpg,http://ecx.images-amazon.com/images/I/51GU9Fh5%2B5L.jpg,New Market Timing Techniques: Innovative Studies in Market Rhythm & Price Exhaustion,Thomas R. DeMark,2,Business & Money
1932603956,1932603956.jpg,http://ecx.images-amazon.com/images/I/41NILjrRizL.jpg,"It's Not All in Your Head: ""Anxiety, Depression, Mood Swings, and MS""",Patricia Farrell PhD,11,"Health, Fitness & Dieting"
977905829,0977905829.jpg,http://ecx.images-amazon.com/images/I/61v8xEpDIQL.jpg,Money Sucks! Money Strategies for Real Life,Miryam Gordon,2,Business & Money
1570433097,1570433097.jpg,http://ecx.images-amazon.com/images/I/513V5Vbl5UL.jpg,The Call of Soul [With CD (Audio)],Harold Klemp,21,Religion & Spirituality
142363635X,142363635X.jpg,http://ecx.images-amazon.com/images/I/61FjVso1viL.jpg,Southwest Dutch Oven,George Dumler,7,"Cookbooks, Food & Wine"
1560275103,1560275103.jpg,http://ecx.images-amazon.com/images/I/41ERKnlqpVL.jpg,Mental Math for Pilots: A Study Guide (Professional Aviation series),Ronald D. McElroy,10,Engineering & Transportation
1441911960,1441911960.jpg,http://ecx.images-amazon.com/images/I/51Tr91cuAHL.jpg,Industrial Color Physics (Springer Series in Optical Sciences),Georg A. Klein,23,Science & Math
1888375221,1888375221.jpg,http://ecx.images-amazon.com/images/I/51908M7VD5L.jpg,Each Breath a Smile,Sister Susan,4,Children's Books
914386425,0914386425.jpg,http://ecx.images-amazon.com/images/I/41HqNYzH2RL.jpg,Hamlet or Hecuba: The Intrusion of the Time into the Play,Carl Schmitt,15,Literature & Fiction
1592853293,1592853293.jpg,http://ecx.images-amazon.com/images/I/415GT-zuw4L.jpg,Dying to Be Free: A Healing Guide for Families After a Suicide,Beverly Cobain,25,Self-Help
736868267,0736868267.jpg,http://ecx.images-amazon.com/images/I/61F5ijRTu6L.jpg,Girls' Volleyball: Setting Up Success (Girls Got Game),Heather E. Schwartz,26,Sports & Outdoors
736921370,0736921370.jpg,http://ecx.images-amazon.com/images/I/51Eoe7f5wtL.jpg,Men Are Like Waffles--Women Are Like Spaghetti Devotional Study Guide,Bill Farrel,16,Medical Books
1462511996,1462511996.jpg,http://ecx.images-amazon.com/images/I/51qAyMBBl-L.jpg,"Making Sense of Phonics, Second Edition: The Hows and Whys",Isabel L. Beck PhD,31,Education & Teaching
1449098789,1449098789.jpg,http://ecx.images-amazon.com/images/I/31CUBCA6RnL.jpg,My Life with Tourette Syndrome,Alvin F. Couture,11,"Health, Fitness & Dieting"
879751983,0879751983.jpg,http://ecx.images-amazon.com/images/I/518H%2BOV-7LL.jpg,"Flim-Flam! Psychics, ESP, Unicorns, and Other Delusions",James Randi,21,Religion & Spirituality
1561584029,1561584029.jpg,http://ecx.images-amazon.com/images/I/51KeISYgtqL.jpg,The Complete Illustrated Guide to Furniture & Cabinet Construction,Andy Rae,10,Engineering & Transportation
